date,IN_METAL_Q,T1_O2,METAL_Q,TEMPERATURE,IN_Q,MAX_CF,PROCESSPHASE_INLET,PROCESSPHASE_OUTLET,T1_NH4,T1_PO4,po4_rate
2021-08-10 12:30:00,0.0,0.0,0.007,16.29,1140.745,69.592,1.0,2.0,0.11,0.16,-0.03
2021-08-10 12:32:00,246.455,0.0,0.007,16.29,1196.555,69.598,1.0,2.0,0.11,0.16,0.0
2021-08-10 12:34:00,0.0,0.0,0.007,16.277,1213.497,69.773,1.0,2.0,0.11,0.16,0.0
2021-08-10 12:36:00,0.0,0.0,0.007,16.277,1150.173,69.298,1.0,2.0,0.11,0.14,-0.01999999999999999
2021-08-10 12:38:00,0.0,0.0,0.007,16.321,1221.327,69.581,2.0,2.0,0.37,0.14,0.0
2021-08-10 12:40:00,0.0,0.0,0.007,16.347,1274.818,70.371,2.0,2.0,0.37,0.15,0.009999999999999981
2021-08-10 12:42:00,0.0,0.0,0.007,16.315,1263.642,70.971,2.0,2.0,0.78,0.16,0.010000000000000009
2021-08-10 12:44:00,0.0,0.0,0.007,16.34,1221.487,71.088,2.0,2.0,0.78,0.16,0.0
2021-08-10 12:46:00,228.407,0.0,0.007,16.328,1229.643,71.276,2.0,1.0,0.78,0.2,0.04000000000000001
2021-08-10 12:48:00,0.0,0.0,0.007,16.328,1241.162,71.56,2.0,1.0,0.82,0.2,0.0
2021-08-10 12:50:00,0.0,0.0,0.007,16.378,1221.574,71.62,2.0,1.0,0.82,0.27,0.07
2021-08-10 12:52:00,0.0,0.0,0.007,16.391,1263.446,72.092,2.0,1.0,1.11,0.27,0.0
2021-08-10 12:54:00,0.0,0.036,0.007,16.353,1927.822,79.161,2.0,1.0,1.11,0.27,0.0
2021-08-10 12:56:00,0.0,0.0,0.007,16.34,1387.536,80.12,2.0,1.0,1.11,0.35,0.07999999999999996
2021-08-10 12:58:00,0.0,0.0,0.007,16.372,1357.576,80.684,2.0,1.0,1.24,0.36,0.010000000000000009
2021-08-10 13:00:00,0.0,0.0,0.007,16.423,1386.748,81.483,2.0,1.0,1.24,0.41,0.04999999999999999
2021-08-10 13:02:00,248.589,0.0,0.007,16.404,1322.881,81.564,2.0,1.0,0.82,0.41,0.0
2021-08-10 13:04:00,0.0,0.0,0.007,16.328,1351.591,81.923,1.0,1.0,0.82,0.41,0.0
2021-08-10 13:06:00,0.0,0.0,0.007,16.378,1266.124,81.392,1.0,1.0,0.82,0.35,-0.06
2021-08-10 13:08:00,0.0,0.0,0.007,16.353,1264.249,80.895,1.0,1.0,0.49,0.35,0.0
2021-08-10 13:10:00,0.0,0.0,0.007,16.353,1237.656,80.182,1.0,1.0,0.49,0.28,-0.06999999999999995
2021-08-10 13:12:00,5.027,0.0,0.007,16.448,1260.085,79.765,1.0,2.0,0.34,0.28,0.0
2021-08-10 13:14:00,0.0,0.0,0.007,16.416,1238.822,79.177,1.0,2.0,0.34,0.28,0.0
2021-08-10 13:16:00,224.646,0.0,0.007,16.391,1254.972,78.809,1.0,2.0,0.34,0.23,-0.05000000000000002
2021-08-10 13:18:00,5.136,0.0,0.007,16.347,1227.786,78.206,1.0,2.0,0.25,0.23,0.0
2021-08-10 13:20:00,0.0,0.0,0.007,16.372,1251.765,77.903,1.0,2.0,0.25,0.21,-0.020000000000000018
2021-08-10 13:22:00,0.0,0.0,0.007,16.454,1283.431,77.947,1.0,2.0,0.16,0.21,0.0
2021-08-10 13:24:00,0.0,0.0,0.007,16.423,1198.658,77.139,1.0,2.0,0.16,0.21,0.0
2021-08-10 13:26:00,0.0,0.0,0.007,16.378,1243.525,76.86,1.0,2.0,0.16,0.18,-0.03
2021-08-10 13:28:00,0.0,0.0,0.007,16.372,1267.017,76.844,1.0,2.0,0.21,0.18,0.0
2021-08-10 13:30:00,0.0,0.0,0.007,16.416,1260.106,76.761,2.0,2.0,0.23,0.16,-0.01999999999999999
2021-08-10 13:32:00,243.092,0.0,0.007,16.391,1249.148,76.576,2.0,2.0,0.72,0.16,0.0
2021-08-10 13:34:00,3.038,0.0,0.007,16.391,1214.151,76.06,2.0,2.0,0.72,0.16,0.0
2021-08-10 13:36:00,0.0,0.0,0.007,16.404,1217.482,75.629,2.0,2.0,0.72,0.19,0.03
2021-08-10 13:38:00,0.0,0.0,0.007,16.404,1292.959,75.996,2.0,1.0,0.84,0.19,0.0
2021-08-10 13:40:00,0.0,0.0,0.007,16.454,1259.487,75.991,2.0,1.0,0.84,0.24,0.04999999999999999
2021-08-10 13:42:00,0.0,0.0,0.007,16.448,1281.126,76.203,2.0,1.0,1.08,0.24,0.0
2021-08-10 13:44:00,0.0,0.0,0.007,16.461,1276.474,76.348,2.0,1.0,1.08,0.24,0.0
2021-08-10 13:46:00,167.282,0.0,0.007,16.429,1293.335,76.646,2.0,1.0,1.08,0.34,0.10000000000000003
2021-08-10 13:48:00,0.0,0.0,0.007,16.461,1406.343,78.045,2.0,1.0,1.44,0.34,0.0
2021-08-10 13:50:00,0.0,0.0,0.007,16.416,1345.858,78.699,2.0,1.0,1.44,0.38,0.03999999999999998
2021-08-10 13:52:00,0.0,0.0,0.007,16.404,1327.801,79.107,2.0,1.0,1.19,0.46,0.08000000000000002
2021-08-10 13:54:00,0.0,0.0,0.007,16.378,1409.782,80.294,2.0,1.0,1.19,0.46,0.0
2021-08-10 13:56:00,0.0,0.0,0.007,16.378,1360.847,80.873,2.0,1.0,1.19,0.46,0.0
2021-08-10 13:58:00,0.0,0.0,0.007,16.454,1377.938,81.565,1.0,1.0,1.19,0.46,0.0
2021-08-10 14:00:00,0.0,0.0,0.007,16.378,1371.748,82.126,1.0,1.0,1.18,0.46,0.0
2021-08-10 14:02:00,244.972,0.0,0.007,16.473,1324.245,82.156,1.0,1.0,1.19,0.46,0.0
2021-08-10 14:04:00,0.0,0.0,0.007,16.353,1334.634,82.287,1.0,1.0,1.19,0.46,0.0
2021-08-10 14:06:00,0.0,0.0,0.007,16.315,1363.975,82.698,1.0,1.0,1.19,0.46,0.0
2021-08-10 14:08:00,0.0,0.0,0.007,16.321,1262.955,82.058,1.0,2.0,1.18,0.46,0.0
2021-08-10 14:10:00,0.0,0.0,0.007,16.366,1271.019,81.562,1.0,2.0,1.19,0.46,0.0
2021-08-10 14:12:00,0.0,0.0,0.007,16.378,1250.424,80.91,1.0,2.0,1.19,0.51,0.04999999999999999
2021-08-10 14:14:00,0.0,0.0,0.007,16.328,1223.454,80.054,1.0,2.0,1.18,0.54,0.030000000000000027
2021-08-10 14:16:00,0.0,0.0,0.007,16.404,1819.692,85.245,1.0,2.0,1.18,0.54,0.0
2021-08-10 14:18:00,5.027,0.0,0.007,16.404,1472.165,86.442,1.0,2.0,1.05,0.56,0.020000000000000018
2021-08-10 14:20:00,0.0,0.0,0.007,16.372,1263.756,85.436,1.0,2.0,1.06,0.56,0.0
2021-08-10 14:22:00,0.0,0.0,0.007,16.34,1306.708,84.959,1.0,2.0,1.42,0.63,0.06999999999999995
2021-08-10 14:24:00,0.0,0.0,0.007,16.296,1312.76,84.591,1.0,2.0,1.42,0.64,0.010000000000000009
2021-08-10 14:26:00,0.0,0.0,0.007,16.397,1308.794,84.22,2.0,2.0,1.42,0.64,0.0
2021-08-10 14:28:00,0.0,0.0,0.007,16.296,1308.708,83.885,2.0,2.0,2.04,0.9,0.26
2021-08-10 14:30:00,0.0,0.0,0.007,16.353,1287.503,83.371,2.0,2.0,2.04,0.9,0.0
2021-08-10 14:32:00,243.743,0.0,0.007,16.366,1273.391,82.768,2.0,2.0,2.03,0.96,0.05999999999999994
2021-08-10 14:34:00,0.0,0.0,0.007,16.34,1282.159,82.313,2.0,2.0,2.03,0.96,0.0
2021-08-10 14:36:00,0.0,0.0,0.007,16.366,1417.176,83.253,2.0,1.0,2.03,0.96,0.0
2021-08-10 14:38:00,0.0,0.0,0.007,16.416,1373.209,83.66,2.0,1.0,2.14,0.83,-0.13
2021-08-10 14:40:00,0.0,0.0,0.007,16.448,1288.973,83.184,2.0,1.0,2.14,0.83,0.0
2021-08-10 14:42:00,0.0,0.0,0.007,16.404,1858.0,88.445,2.0,1.0,2.33,0.75,-0.07999999999999996
2021-08-10 14:44:00,0.0,0.0,0.007,16.378,1595.944,90.56,2.0,1.0,2.33,0.71,-0.040000000000000036
2021-08-10 14:46:00,226.888,0.0,0.007,16.366,1421.269,90.717,2.0,1.0,2.33,0.71,0.0
2021-08-10 14:48:00,0.0,0.006,0.007,16.423,1304.04,89.686,2.0,1.0,2.18,0.66,-0.04999999999999993
2021-08-10 14:50:00,0.0,0.0,0.007,16.353,1322.167,88.939,2.0,1.0,2.18,0.66,0.0
2021-08-10 14:52:00,0.0,0.0,0.007,16.366,1242.656,87.472,2.0,1.0,1.54,0.52,-0.14
2021-08-10 14:54:00,0.0,0.0,0.007,16.353,1254.48,86.269,2.0,1.0,1.54,0.52,0.0
2021-08-10 14:56:00,0.0,0.0,0.007,16.404,1195.479,84.597,1.0,1.0,1.54,0.52,0.0
2021-08-10 14:58:00,0.0,0.0,0.007,16.429,1198.767,83.125,1.0,1.0,1.08,0.39,-0.13
2021-08-10 15:00:00,0.0,0.003,0.007,16.423,1294.9,82.761,1.0,1.0,1.08,0.39,0.0
2021-08-10 15:02:00,243.236,0.0,0.007,16.378,1815.744,87.643,1.0,1.0,0.78,0.36,-0.030000000000000027
2021-08-10 15:04:00,0.0,0.0,0.007,16.366,1308.492,86.963,1.0,1.0,0.78,0.31,-0.04999999999999999
2021-08-10 15:06:00,0.0,0.0,0.007,16.366,1420.028,87.467,1.0,2.0,0.62,0.31,0.0
2021-08-10 15:08:00,0.0,0.0,0.007,16.315,1294.756,86.668,1.0,2.0,0.53,0.25,-0.06
2021-08-10 15:10:00,0.0,0.0,0.007,16.416,1275.443,85.756,1.0,2.0,0.53,0.25,0.0
2021-08-10 15:12:00,0.0,0.0,0.007,16.372,1232.766,84.508,1.0,2.0,0.28,0.22,-0.03
2021-08-10 15:14:00,0.0,0.0,0.007,16.378,1288.713,83.944,1.0,2.0,0.28,0.22,0.0
2021-08-10 15:16:00,128.581,0.0,0.007,16.378,1313.828,83.688,1.0,2.0,0.28,0.22,0.0
2021-08-10 15:18:00,0.0,0.0,0.007,16.372,1253.387,82.853,1.0,2.0,0.15,0.2,-0.01999999999999999
2021-08-10 15:20:00,0.0,0.0,0.007,16.416,1223.502,81.803,1.0,2.0,0.15,0.2,0.0
2021-08-10 15:22:00,0.0,0.0,0.007,16.328,1184.018,80.463,1.0,2.0,0.23,0.19,-0.010000000000000009
2021-08-10 15:24:00,0.0,0.0,0.007,16.378,1128.714,78.704,1.0,2.0,0.23,0.17,-0.01999999999999999
2021-08-10 15:26:00,0.0,0.0,0.007,16.404,1124.388,77.077,1.0,2.0,0.23,0.17,0.0
2021-08-10 15:28:00,0.0,0.0,0.007,16.397,1190.265,76.272,1.0,2.0,1.14,0.18,0.009999999999999981
2021-08-10 15:30:00,0.0,0.0,0.007,16.378,1230.415,75.949,1.0,2.0,1.14,0.18,0.0
2021-08-10 15:32:00,241.645,0.0,0.007,16.404,1334.281,76.697,1.0,2.0,1.34,0.24,0.06
2021-08-10 15:34:00,0.0,0.0,0.007,16.423,1334.565,77.373,1.0,2.0,1.34,0.24,0.0
2021-08-10 15:36:00,0.0,0.0,0.007,16.454,1736.026,81.996,1.0,2.0,1.34,0.24,0.0
2021-08-10 15:38:00,0.0,0.0,0.007,16.461,1353.506,82.331,1.0,2.0,1.6,0.33,0.09000000000000002
2021-08-10 15:40:00,0.0,0.0,0.007,16.435,1371.43,83.258,1.0,2.0,1.6,0.33,0.0
2021-08-10 15:42:00,0.0,0.0,0.007,16.435,1424.776,84.129,1.0,2.0,1.86,0.39,0.06
2021-08-10 15:44:00,0.0,0.0,0.007,16.435,1347.885,88.564,1.0,2.0,1.86,0.39,0.0
2021-08-10 15:46:00,0.0,0.0,0.007,16.454,1028.808,90.782,1.0,2.0,1.86,0.39,0.0
2021-08-10 15:48:00,6.04,0.0,0.007,16.461,935.797,93.391,1.0,2.0,1.92,0.44,0.04999999999999999
2021-08-10 15:50:00,0.0,0.0,0.007,16.505,1297.712,89.696,1.0,2.0,1.93,0.44,0.0
2021-08-10 15:52:00,0.0,0.0,0.007,16.524,1264.439,88.098,1.0,2.0,2.41,0.45,0.010000000000000009
2021-08-10 15:54:00,0.0,0.0,0.007,16.505,1246.329,96.799,1.0,2.0,2.41,0.48,0.02999999999999997
2021-08-10 15:56:00,0.0,0.0,0.007,16.486,1217.251,100.0,2.0,2.0,2.41,0.48,0.0
2021-08-10 15:58:00,0.0,0.0,0.007,16.423,1149.683,100.0,2.0,2.0,2.77,0.57,0.08999999999999997
2021-08-10 16:00:00,0.0,0.0,0.007,16.435,817.269,100.0,2.0,2.0,2.77,0.57,0.0
2021-08-10 16:02:00,243.851,0.0,0.007,16.435,898.054,100.0,2.0,2.0,2.92,0.62,0.050000000000000044
2021-08-10 16:04:00,0.0,0.0,0.007,16.505,912.292,100.0,2.0,2.0,2.92,0.62,0.0
2021-08-10 16:06:00,0.0,0.0,0.007,16.435,990.651,100.0,2.0,2.0,3.04,0.62,0.0
2021-08-10 16:08:00,0.0,0.0,0.007,16.454,993.308,100.0,2.0,2.0,3.29,0.71,0.08999999999999997
2021-08-10 16:10:00,0.0,0.0,0.007,16.461,1024.647,100.0,2.0,2.0,3.29,0.71,0.0
2021-08-10 16:12:00,0.0,0.0,0.007,16.53,1046.992,100.0,2.0,2.0,3.43,0.82,0.10999999999999999
2021-08-10 16:14:00,0.0,0.0,0.007,16.461,1067.877,100.0,2.0,1.0,3.43,0.82,0.0
2021-08-10 16:16:00,0.0,0.0,46.904,16.454,1136.453,100.0,2.0,1.0,3.5,0.82,0.0
2021-08-10 16:18:00,15.191,0.0,35.106,16.454,1092.322,100.0,2.0,1.0,3.62,0.92,0.10000000000000009
2021-08-10 16:20:00,0.0,0.0,19.538,16.473,1135.413,100.0,2.0,1.0,3.62,0.92,0.0
2021-08-10 16:22:00,0.0,0.01,4.709,16.479,1131.789,100.0,2.0,1.0,3.09,0.84,-0.08000000000000007
2021-08-10 16:24:00,0.0,0.0,1.874,16.498,1284.475,100.0,2.0,1.0,3.09,0.8,-0.039999999999999925
2021-08-10 16:26:00,0.0,0.01,1.092,16.435,1579.687,100.0,2.0,1.0,3.08,0.8,0.0
2021-08-10 16:28:00,0.0,0.006,1.751,16.391,1728.39,100.0,2.0,1.0,2.58,0.58,-0.22000000000000008
2021-08-10 16:30:00,0.0,0.007,0.007,16.391,1628.076,87.198,2.0,1.0,2.58,0.58,0.0
2021-08-10 16:32:00,243.526,0.03,0.007,16.461,1652.022,80.625,2.0,1.0,2.26,0.43,-0.14999999999999997
2021-08-10 16:34:00,0.0,0.059,0.007,16.479,1578.165,83.344,2.0,1.0,2.26,0.43,0.0
2021-08-10 16:36:00,0.0,0.091,0.007,16.423,1582.626,85.836,2.0,1.0,2.26,0.43,0.0
2021-08-10 16:38:00,0.0,0.14,0.007,16.454,1485.549,87.108,2.0,1.0,1.82,0.33,-0.09999999999999998
2021-08-10 16:40:00,0.0,0.116,0.007,16.391,1469.634,88.093,2.0,1.0,1.82,0.33,0.0
2021-08-10 16:42:00,0.0,0.172,0.007,16.416,1393.398,88.218,2.0,1.0,1.28,0.27,-0.06
2021-08-10 16:44:00,0.0,0.255,0.007,16.423,1119.01,85.586,2.0,1.0,1.28,0.26,-0.010000000000000009
2021-08-10 16:46:00,54.217,0.233,0.007,16.404,1052.438,82.552,2.0,1.0,1.28,0.26,0.0
2021-08-10 16:48:00,0.0,0.006,0.007,16.423,942.58,78.723,2.0,1.0,0.85,0.22,-0.04000000000000001
2021-08-10 16:50:00,0.0,0.0,0.007,16.435,942.58,75.276,2.0,1.0,0.85,0.22,0.0
2021-08-10 16:52:00,0.0,0.0,0.007,16.391,942.58,72.174,2.0,1.0,0.42,0.19,-0.03
2021-08-10 16:54:00,0.0,0.0,0.007,16.423,720.484,67.162,2.0,1.0,0.42,0.19,0.0
2021-08-10 16:56:00,0.0,0.0,0.007,16.416,836.249,63.808,1.0,1.0,0.42,0.2,0.010000000000000009
2021-08-10 16:58:00,0.0,0.0,0.007,16.429,1234.654,64.774,1.0,1.0,0.2,0.17,-0.03
2021-08-10 17:00:00,0.0,0.0,0.007,16.448,1467.392,67.97,1.0,1.0,0.2,0.17,0.0
2021-08-10 17:02:00,244.936,0.0,0.007,16.435,1655.253,72.726,1.0,1.0,0.12,0.16,-0.010000000000000009
2021-08-10 17:04:00,0.0,0.0,0.007,16.511,1693.893,77.392,1.0,1.0,0.12,0.16,0.0
2021-08-10 17:06:00,0.0,0.0,0.007,16.486,1826.275,82.916,1.0,1.0,0.12,0.16,0.0
2021-08-10 17:08:00,0.0,0.0,0.007,16.473,2055.597,90.18,1.0,1.0,0.08,0.14,-0.01999999999999999
2021-08-10 17:10:00,0.0,0.0,0.007,16.511,1719.961,93.362,1.0,1.0,0.08,0.14,0.0
2021-08-10 17:12:00,0.0,0.0,0.007,16.479,899.987,88.025,1.0,1.0,0.07,0.13,-0.010000000000000009
2021-08-10 17:14:00,0.0,0.0,0.007,16.574,1301.884,87.242,1.0,2.0,0.06,0.13,0.0
2021-08-10 17:16:00,147.606,0.0,40.871,16.479,1253.202,86.05,1.0,2.0,0.07,0.13,0.0
2021-08-10 17:18:00,0.0,0.0,35.966,16.524,1257.505,85.02,1.0,2.0,0.08,0.12,-0.010000000000000009
2021-08-10 17:20:00,0.0,0.0,38.216,16.536,1056.657,82.084,1.0,2.0,0.08,0.12,0.0
2021-08-10 17:22:00,0.0,0.0,13.542,16.536,785.568,76.732,1.0,2.0,0.53,0.13,0.010000000000000009
2021-08-10 17:24:00,0.0,0.0,4.065,16.53,807.131,73.826,1.0,2.0,0.53,0.13,0.0
2021-08-10 17:26:00,0.0,0.0,1.707,16.53,846.723,75.163,1.0,2.0,0.53,0.13,0.0
2021-08-10 17:28:00,0.0,0.0,0.007,16.511,897.235,89.332,1.0,2.0,1.17,0.19,0.06
2021-08-10 17:30:00,0.0,0.0,1.736,16.574,1067.938,96.416,1.0,2.0,1.17,0.19,0.0
2021-08-10 17:32:00,242.947,0.0,0.007,16.536,1495.032,99.958,1.0,2.0,1.17,0.22,0.03
2021-08-10 17:34:00,0.0,0.0,0.007,16.448,1654.503,96.979,1.0,2.0,1.18,0.29,0.06999999999999998
2021-08-10 17:36:00,0.0,0.0,0.007,16.587,1594.167,95.489,1.0,2.0,1.24,0.28,-0.009999999999999953
2021-08-10 17:38:00,0.0,0.0,0.007,16.536,1722.62,99.245,1.0,2.0,1.36,0.35,0.06999999999999995
2021-08-10 17:40:00,0.0,0.0,0.007,16.53,1610.377,98.622,1.0,2.0,1.36,0.35,0.0
2021-08-10 17:42:00,0.0,0.0,0.007,16.6,1576.589,99.061,1.0,2.0,1.59,0.36,0.010000000000000009
2021-08-10 17:44:00,0.0,0.0,0.007,16.536,1532.485,99.281,1.0,2.0,1.59,0.39,0.030000000000000027
2021-08-10 17:46:00,147.461,0.0,0.007,16.524,1531.328,99.39,1.0,2.0,1.59,0.39,0.0
2021-08-10 17:48:00,0.0,0.0,0.007,16.549,1502.161,99.445,1.0,2.0,1.49,0.41,0.019999999999999962
2021-08-10 17:50:00,0.0,0.0,1.382,16.536,1393.523,91.973,1.0,2.0,1.49,0.41,0.0
2021-08-10 17:52:00,0.0,0.0,0.007,16.505,1333.572,89.832,1.0,2.0,1.86,0.41,0.0
2021-08-10 17:54:00,0.0,0.0,0.007,16.454,1322.798,89.077,1.0,2.0,1.86,0.41,0.0
2021-08-10 17:56:00,0.0,0.0,0.007,16.549,1352.267,88.692,1.0,2.0,2.08,0.41,0.0
2021-08-10 17:58:00,0.0,0.0,0.007,16.486,1406.756,88.89,2.0,2.0,2.18,0.45,0.040000000000000036
2021-08-10 18:00:00,0.0,0.0,0.007,16.505,1389.251,88.894,2.0,2.0,2.18,0.45,0.0
2021-08-10 18:02:00,250.434,0.0,0.007,16.486,1401.661,94.007,2.0,2.0,2.41,0.5,0.04999999999999999
2021-08-10 18:04:00,0.0,0.0,0.007,16.498,1455.534,92.254,2.0,2.0,2.41,0.52,0.020000000000000018
2021-08-10 18:06:00,0.0,0.0,0.007,16.562,2053.766,96.244,2.0,2.0,2.5,0.52,0.0
2021-08-10 18:08:00,0.0,0.0,0.007,16.53,2116.62,100.0,2.0,2.0,2.69,0.58,0.05999999999999994
2021-08-10 18:10:00,0.0,0.0,0.007,16.448,2139.019,100.0,1.0,2.0,2.69,0.58,0.0
2021-08-10 18:12:00,0.0,0.0,0.007,16.505,2184.27,100.0,1.0,2.0,2.89,0.63,0.050000000000000044
2021-08-10 18:14:00,0.0,0.0,0.007,16.461,2213.745,100.0,1.0,2.0,2.89,0.67,0.040000000000000036
2021-08-10 18:16:00,223.271,0.0,0.007,16.479,2219.945,100.0,1.0,2.0,2.89,0.67,0.0
2021-08-10 18:18:00,7.993,0.0,0.007,16.479,2281.734,100.0,1.0,2.0,2.99,0.77,0.09999999999999998
2021-08-10 18:20:00,0.0,0.0,0.007,16.479,2204.775,100.0,1.0,2.0,2.99,0.77,0.0
2021-08-10 18:22:00,0.0,0.0,0.007,16.461,2174.971,100.0,1.0,2.0,2.72,0.71,-0.06000000000000005
2021-08-10 18:24:00,0.0,0.054,1.042,16.498,2153.078,100.0,1.0,2.0,2.73,0.71,0.0
2021-08-10 18:26:00,0.0,0.0,0.007,16.505,2150.742,100.0,1.0,2.0,2.73,0.71,0.0
2021-08-10 18:28:00,0.0,0.0,0.007,16.454,2143.784,100.0,1.0,2.0,2.23,0.54,-0.16999999999999993
2021-08-10 18:30:00,0.0,0.0,0.007,16.555,2122.314,100.0,1.0,2.0,2.23,0.54,0.0
2021-08-10 18:32:00,244.647,0.0,0.007,16.479,2112.006,100.0,1.0,2.0,1.85,0.4,-0.14
2021-08-10 18:34:00,0.0,0.0,0.007,16.479,2058.238,100.0,1.0,2.0,1.85,0.4,0.0
2021-08-10 18:36:00,0.0,0.0,0.007,16.429,2055.535,100.0,1.0,2.0,1.85,0.4,0.0
2021-08-10 18:38:00,0.0,0.0,0.007,16.498,2063.007,100.0,1.0,2.0,2.19,0.31,-0.09000000000000002
2021-08-10 18:40:00,0.0,0.0,0.007,16.397,2104.126,100.0,1.0,2.0,2.19,0.31,0.0
2021-08-10 18:42:00,0.0,0.0,0.007,16.479,2105.822,100.0,2.0,2.0,2.96,0.32,0.010000000000000009
2021-08-10 18:44:00,0.0,0.0,0.007,16.479,2087.5,100.0,2.0,2.0,2.96,0.34,0.020000000000000018
2021-08-10 18:46:00,0.0,0.003,0.007,16.435,2140.824,100.0,2.0,2.0,2.96,0.34,0.0
2021-08-10 18:48:00,148.401,0.0,0.007,16.511,2141.423,100.0,2.0,2.0,3.44,0.39,0.04999999999999999
2021-08-10 18:50:00,0.0,0.0,0.007,16.53,2160.978,100.0,2.0,2.0,3.44,0.39,0.0
2021-08-10 18:52:00,0.0,0.0,0.007,16.461,2166.917,100.0,2.0,2.0,3.37,0.39,0.0
2021-08-10 18:54:00,0.0,0.0,0.007,16.511,2157.878,100.0,2.0,2.0,3.37,0.39,0.0
2021-08-10 18:56:00,0.0,0.0,0.007,16.473,2140.084,100.0,2.0,2.0,3.37,0.39,0.0
2021-08-10 18:58:00,0.0,0.0,0.007,16.511,2150.602,100.0,2.0,2.0,3.19,0.37,-0.020000000000000018
2021-08-10 19:00:00,0.0,0.0,0.007,16.435,2091.986,100.0,2.0,2.0,3.19,0.37,0.0
2021-08-10 19:02:00,243.887,0.0,0.007,16.524,1970.266,100.0,2.0,2.0,3.16,0.35,-0.020000000000000018
2021-08-10 19:04:00,0.0,0.0,0.007,16.479,1917.345,100.0,2.0,2.0,3.16,0.35,0.0
2021-08-10 19:06:00,0.0,0.0,0.007,16.511,2818.046,100.0,2.0,1.0,3.16,0.35,0.0
2021-08-10 19:08:00,0.0,0.0,0.007,16.498,2201.82,100.0,2.0,1.0,3.15,0.31,-0.03999999999999998
2021-08-10 19:10:00,0.0,0.0,0.007,16.555,2249.034,100.0,2.0,1.0,3.15,0.31,0.0
2021-08-10 19:12:00,0.0,0.0,0.007,16.505,2220.939,100.0,2.0,1.0,3.39,0.31,0.0
2021-08-10 19:14:00,0.0,0.0,0.007,16.479,1413.797,100.0,2.0,1.0,3.39,0.31,0.0
2021-08-10 19:16:00,226.707,0.0,0.007,16.473,1925.561,100.0,2.0,1.0,3.39,0.31,0.0
2021-08-10 19:18:00,7.125,0.0,0.007,16.461,1839.994,100.0,2.0,1.0,3.63,0.31,0.0
2021-08-10 19:20:00,0.0,0.0,0.007,16.505,1879.03,100.0,2.0,1.0,3.63,0.31,0.0
2021-08-10 19:22:00,0.0,0.0,0.007,16.479,1890.58,100.0,2.0,1.0,3.67,0.3,-0.010000000000000009
2021-08-10 19:24:00,0.0,0.0,0.007,16.505,1866.463,100.0,2.0,1.0,3.67,0.29,-0.010000000000000009
2021-08-10 19:26:00,0.0,0.0,0.007,16.473,1808.41,100.0,2.0,1.0,3.67,0.29,0.0
2021-08-10 19:28:00,0.0,0.0,0.007,16.53,1797.184,100.0,2.0,1.0,3.6,0.29,0.0
2021-08-10 19:30:00,0.0,0.0,0.007,16.479,1797.652,100.0,2.0,1.0,3.6,0.29,0.0
2021-08-10 19:32:00,246.275,0.0,0.007,16.454,1730.343,100.0,2.0,1.0,3.09,0.27,-0.019999999999999962
2021-08-10 19:34:00,0.0,0.0,0.007,16.498,1726.524,100.0,2.0,1.0,3.1,0.27,0.0
2021-08-10 19:36:00,0.0,0.0,0.007,16.479,1749.174,100.0,2.0,1.0,3.1,0.27,0.0
2021-08-10 19:38:00,0.0,0.0,0.007,16.479,1747.02,100.0,1.0,1.0,2.64,0.25,-0.020000000000000018
2021-08-10 19:40:00,0.0,0.0,0.007,16.549,1761.97,100.0,1.0,1.0,2.64,0.25,0.0
2021-08-10 19:42:00,0.0,0.0,0.007,16.479,1705.685,100.0,1.0,1.0,2.47,0.24,-0.010000000000000009
2021-08-10 19:44:00,0.0,0.0,0.007,16.498,1733.956,100.0,1.0,1.0,2.47,0.22,-0.01999999999999999
2021-08-10 19:46:00,145.544,0.0,0.007,16.454,1717.872,100.0,1.0,1.0,2.47,0.22,0.0
2021-08-10 19:48:00,6.185,0.0,0.007,16.549,1772.649,100.0,1.0,1.0,2.48,0.2,-0.01999999999999999
2021-08-10 19:50:00,0.0,0.0,0.007,16.479,1773.298,100.0,1.0,1.0,2.48,0.2,0.0
2021-08-10 19:52:00,0.0,0.0,0.007,16.498,1770.862,100.0,1.0,1.0,2.66,0.19,-0.010000000000000009
2021-08-10 19:54:00,0.0,0.0,0.007,16.498,2369.482,100.0,1.0,1.0,2.66,0.18,-0.010000000000000009
2021-08-10 19:56:00,0.0,0.0,0.007,16.473,2238.2,100.0,1.0,1.0,2.66,0.18,0.0
2021-08-10 19:58:00,0.0,0.0,0.007,16.524,2156.436,100.0,1.0,1.0,2.84,0.18,0.0
2021-08-10 20:00:00,0.0,0.0,0.007,16.53,2167.71,100.0,1.0,1.0,2.84,0.18,0.0
2021-08-10 20:02:00,245.949,0.0,0.007,16.505,1156.358,100.0,1.0,2.0,2.9,0.18,0.0
2021-08-10 20:04:00,0.0,0.0,0.007,16.505,1629.183,100.0,1.0,2.0,2.9,0.18,0.0
2021-08-10 20:06:00,0.0,0.0,0.007,16.498,1587.671,100.0,1.0,2.0,2.9,0.18,0.0
2021-08-10 20:08:00,0.0,0.0,0.007,16.53,1490.767,100.0,1.0,2.0,3.29,0.2,0.020000000000000018
2021-08-10 20:10:00,0.0,0.0,0.007,16.511,1574.638,100.0,1.0,2.0,3.29,0.2,0.0
